t,U,U,Pij,Pg,Pgt,delta
0.560,10.518,109.990,21.884,23.023,26.200,62.38
0.570,10.515,109.989,21.952,23.102,26.200,62.72
0.580,10.511,109.989,22.019,23.181,26.200,63.06
0.590,10.508,109.988,22.088,23.261,26.200,63.42
0.600,10.504,109.988,22.156,23.341,26.200,63.77
0.610,10.501,109.987,22.225,23.422,26.200,64.13
0.620,10.497,109.986,22.295,23.503,26.200,64.50
0.630,10.494,109.986,22.364,23.585,26.200,64.88
0.640,10.490,109.985,22.433,23.667,26.200,65.26
0.650,10.486,109.984,22.503,23.749,26.200,65.64
0.660,10.482,109.983,22.572,23.831,26.200,66.03
0.670,10.478,109.983,22.641,23.913,26.200,66.43
0.680,10.474,109.982,22.710,23.995,26.200,66.83
0.690,10.470,109.981,22.779,24.078,26.200,67.23
0.700,10.466,109.981,22.847,24.159,26.200,67.64
0.710,10.462,109.980,22.914,24.241,26.200,68.05
0.720,10.458,109.979,22.982,24.322,26.200,68.47
0.730,10.453,109.978,23.048,24.403,26.200,68.88
0.740,10.449,109.977,23.114,24.484,26.200,69.31
0.750,10.445,109.977,23.179,24.563,26.200,69.73
0.760,10.440,109.976,23.244,24.643,26.200,70.16
0.770,10.436,109.975,23.308,24.721,26.200,70.60
0.780,10.431,109.974,23.371,24.799,26.200,71.03
0.790,10.426,109.973,23.432,24.876,26.200,71.47
0.800,10.422,109.973,23.493,24.952,26.200,71.91
0.810,10.417,109.972,23.553,25.028,26.200,72.36
0.820,10.412,109.971,23.612,25.102,26.200,72.80
0.830,10.408,109.970,23.670,25.175,26.200,73.25
0.840,10.403,109.969,23.726,25.247,26.200,73.70
0.850,10.398,109.968,23.782,25.319,26.200,74.15
0.860,10.393,109.968,23.836,25.388,26.200,74.61
0.870,10.388,109.967,23.888,25.457,26.200,75.06
0.880,10.383,109.966,23.940,25.525,26.200,75.52
0.890,10.378,109.965,23.990,25.591,26.200,75.97
0.900,10.373,109.964,24.039,25.656,26.200,76.43
0.910,10.368,109.963,24.086,25.720,26.200,76.89
0.920,10.363,109.962,24.132,25.782,26.200,77.35
0.930,10.358,109.961,24.177,25.843,26.200,77.81
0.940,10.353,109.961,24.220,25.902,26.200,78.27
0.950,10.348,109.960,24.261,25.960,26.200,78.73
0.960,10.343,109.959,24.301,26.017,26.200,79.20
0.970,10.337,109.958,24.340,26.072,26.200,79.66
0.980,10.332,109.957,24.377,26.126,26.200,80.12
0.990,10.327,109.956,24.412,26.178,26.200,80.58
1.000,10.322,109.955,24.446,26.228,26.200,81.04
1.010,10.317,109.954,24.479,26.277,26.200,81.50
1.020,10.311,109.954,24.509,26.325,26.200,81.97
1.030,10.306,109.953,24.539,26.370,26.200,82.43
1.040,10.301,109.952,24.566,26.415,26.200,82.89
1.050,10.296,109.951,24.592,26.457,26.200,83.35
1.060,10.290,109.950,24.617,26.499,26.200,83.80
1.070,10.285,109.949,24.640,26.538,26.200,84.26
1.080,10.280,109.948,24.661,26.576,26.200,84.72
1.090,10.275,109.947,24.681,26.612,26.200,85.17
1.100,10.269,109.946,24.699,26.647,26.200,85.63
1.110,10.264,109.946,24.716,26.680,26.200,86.08
1.120,10.259,109.945,24.731,26.712,26.200,86.53
1.130,10.254,109.944,24.745,26.742,26.200,86.98
1.140,10.248,109.943,24.757,26.770,26.200,87.43
1.150,10.243,109.942,24.768,26.797,26.200,87.88
1.160,10.238,109.941,24.777,26.823,26.200,88.33
1.170,10.233,109.940,24.785,26.847,26.200,88.77
1.180,10.228,109.940,24.791,26.869,26.200,89.22
1.190,10.222,109.939,24.796,26.890,26.200,89.66
1.200,10.217,109.938,24.799,26.909,26.200,90.10
1.210,10.212,109.937,24.801,26.927,26.200,90.54
1.220,10.207,109.936,24.801,26.943,26.200,90.97
1.230,10.202,109.935,24.800,26.958,26.200,91.41
1.240,10.197,109.935,24.798,26.972,26.200,91.84
1.250,10.192,109.934,24.794,26.984,26.200,92.28
1.260,10.186,109.933,24.789,26.994,26.200,92.71
1.270,10.181,109.932,24.783,27.004,26.200,93.13
1.280,10.176,109.931,24.775,27.011,26.200,93.56
1.290,10.171,109.931,24.766,27.018,26.200,93.98
1.300,10.166,109.930,24.756,27.023,26.200,94.41
1.310,10.161,109.929,24.745,27.027,26.200,94.83
1.320,10.156,109.928,24.732,27.029,26.200,95.25
1.330,10.151,109.927,24.718,27.031,26.200,95.66
1.340,10.146,109.927,24.703,27.030,26.200,96.08
1.350,10.141,109.926,24.687,27.029,26.200,96.49
1.360,10.137,109.925,24.669,27.027,26.200,96.90
1.370,10.132,109.924,24.651,27.023,26.200,97.31
1.380,10.127,109.924,24.631,27.018,26.200,97.72
1.390,10.122,109.923,24.610,27.012,26.200,98.13
1.400,10.117,109.922,24.588,27.004,26.200,98.53
1.410,10.112,109.921,24.565,26.996,26.200,98.93
1.420,10.108,109.921,24.541,26.986,26.200,99.33
1.430,10.103,109.920,24.516,26.975,26.200,99.73
1.440,10.098,109.919,24.490,26.963,26.200,100.13
1.450,10.093,109.918,24.463,26.950,26.200,100.53
1.460,10.089,109.918,24.434,26.936,26.200,100.92
1.470,10.084,109.917,24.405,26.921,26.200,101.31
1.480,10.079,109.916,24.375,26.905,26.200,101.70
1.490,10.075,109.915,24.344,26.887,26.200,102.09
1.500,10.070,109.915,24.312,26.869,26.200,102.48
1.510,10.065,109.914,24.279,26.849,26.200,102.87
1.520,10.061,109.913,24.245,26.829,26.200,103.25
1.530,10.056,109.913,24.210,26.808,26.200,103.64
1.540,10.052,109.912,24.174,26.785,26.200,104.02
1.550,10.047,109.911,24.137,26.762,26.200,104.40
1.560,10.043,109.911,24.099,26.738,26.200,104.78
1.570,10.038,109.910,24.060,26.712,26.200,105.16
1.580,10.034,109.909,24.021,26.686,26.200,105.54
1.590,10.029,109.909,23.980,26.659,26.200,105.91
1.600,10.025,109.908,23.939,26.630,26.200,106.29
1.610,10.020,109.907,23.897,26.601,26.200,106.67
1.620,10.016,109.907,23.854,26.571,26.200,107.04
1.630,10.011,109.906,23.810,26.540,26.200,107.41
1.640,10.007,109.905,23.765,26.508,26.200,107.79
1.650,10.002,109.905,23.719,26.475,26.200,108.16
1.660,9.998,109.904,23.672,26.441,26.200,108.53
1.670,9.994,109.903,23.624,26.406,26.200,108.90
1.680,9.989,109.903,23.576,26.370,26.200,109.27
1.690,9.985,109.902,23.526,26.334,26.200,109.64
1.700,9.981,109.901,23.476,26.296,26.200,110.01
1.710,9.976,109.901,23.425,26.257,26.200,110.38
1.720,9.972,109.900,23.372,26.217,26.200,110.75
1.730,9.968,109.900,23.319,26.177,26.200,111.12
1.740,9.963,109.899,23.265,26.135,26.200,111.49
1.750,9.959,109.898,23.210,26.092,26.200,111.87
1.760,9.955,109.898,23.154,26.049,26.200,112.24
1.770,9.950,109.897,23.096,26.004,26.200,112.61
1.780,9.946,109.896,23.038,25.958,26.200,112.98
1.790,9.942,109.896,22.979,25.912,26.200,113.35
1.800,9.937,109.895,22.919,25.864,26.200,113.73
1.810,9.933,109.895,22.857,25.815,26.200,114.10
1.820,9.929,109.894,22.795,25.765,26.200,114.48
1.830,9.924,109.893,22.731,25.713,26.200,114.85
1.840,9.920,109.893,22.666,25.661,26.200,115.23
1.850,9.915,109.892,22.600,25.608,26.200,115.61
1.860,9.911,109.891,22.533,25.553,26.200,115.99
1.870,9.907,109.891,22.465,25.497,26.200,116.37
1.880,9.902,109.890,22.395,25.440,26.200,116.75
1.890,9.898,109.890,22.324,25.381,26.200,117.14
1.900,9.894,109.889,22.252,25.321,26.200,117.53
1.910,9.889,109.888,22.178,25.260,26.200,117.91
1.920,9.885,109.888,22.103,25.198,26.200,118.31
1.930,9.880,109.887,22.027,25.134,26.200,118.70
1.940,9.876,109.886,21.949,25.068,26.200,119.10
1.950,9.871,109.886,21.869,25.001,26.200,119.49
1.960,9.867,109.885,21.788,24.933,26.200,119.90
1.970,9.862,109.885,21.705,24.863,26.200,120.30
1.980,9.858,109.884,21.621,24.791,26.200,120.71
1.990,9.853,109.883,21.534,24.718,26.200,121.12
2.000,9.848,109.883,21.446,24.643,26.200,121.53


