t,U,U,Pij,Pg,Pgt,delta
1.670,9.816,109.880,19.691,23.137,27.800,129.39
1.680,9.808,109.879,19.483,22.950,27.800,130.17
1.690,9.800,109.878,19.268,22.757,27.800,130.97
1.700,9.792,109.877,19.047,22.558,27.800,131.78
1.710,9.783,109.876,18.818,22.352,27.800,132.60
1.720,9.775,109.875,18.582,22.138,27.800,133.44
1.730,9.767,109.874,18.339,21.917,27.800,134.28
1.740,9.758,109.873,18.088,21.688,27.800,135.14
1.750,9.750,109.872,17.829,21.452,27.800,136.02
1.760,9.741,109.871,17.562,21.207,27.800,136.90
1.770,9.733,109.870,17.286,20.953,27.800,137.81
1.780,9.724,109.869,17.001,20.691,27.800,138.72
1.790,9.716,109.868,16.707,20.419,27.800,139.66
1.800,9.707,109.867,16.403,20.137,27.800,140.61
1.810,9.699,109.866,16.090,19.846,27.800,141.58
1.820,9.690,109.865,15.766,19.544,27.800,142.56
1.830,9.681,109.864,15.431,19.231,27.800,143.57
1.840,9.673,109.863,15.086,18.908,27.800,144.59
1.850,9.664,109.862,14.729,18.572,27.800,145.63
1.860,9.656,109.861,14.360,18.225,27.800,146.70
1.870,9.647,109.860,13.978,17.865,27.800,147.78
1.880,9.638,109.859,13.584,17.492,27.800,148.89
1.890,9.630,109.858,13.177,17.106,27.800,150.03
1.900,9.621,109.857,12.756,16.705,27.800,151.18
1.910,9.613,109.856,12.321,16.290,27.800,152.36
1.920,9.604,109.856,11.871,15.861,27.800,153.57
1.930,9.596,109.855,11.406,15.415,27.800,154.80
1.940,9.588,109.854,10.926,14.954,27.800,156.07
1.950,9.580,109.853,10.429,14.476,27.800,157.36
1.960,9.572,109.853,9.916,13.981,27.800,158.68
1.970,9.564,109.852,9.386,13.467,27.800,160.03
1.980,9.557,109.851,8.838,12.936,27.800,161.41
1.990,9.549,109.851,8.272,12.386,27.800,162.83
2.000,9.542,109.850,7.687,11.816,27.800,164.28


