t,U,U,Pij,Pg,Pgt,delta
0.840,10.463,109.983,17.581,18.950,19.800,67.83
0.850,10.460,109.982,17.616,18.995,19.800,68.12
0.860,10.458,109.982,17.651,19.040,19.800,68.41
0.870,10.455,109.981,17.685,19.085,19.800,68.71
0.880,10.453,109.981,17.719,19.130,19.800,69.01
0.890,10.451,109.980,17.753,19.174,19.800,69.30
0.900,10.448,109.980,17.787,19.218,19.800,69.60
0.910,10.446,109.980,17.820,19.262,19.800,69.91
0.920,10.443,109.979,17.853,19.306,19.800,70.21
0.930,10.441,109.979,17.885,19.349,19.800,70.51
0.940,10.438,109.978,17.917,19.392,19.800,70.81
0.950,10.436,109.978,17.948,19.434,19.800,71.12
0.960,10.433,109.977,17.980,19.476,19.800,71.42
0.970,10.431,109.977,18.010,19.518,19.800,71.73
0.980,10.428,109.976,18.040,19.559,19.800,72.03
0.990,10.425,109.976,18.070,19.600,19.800,72.34
1.000,10.423,109.976,18.099,19.640,19.800,72.65
1.010,10.420,109.975,18.128,19.680,19.800,72.95
1.020,10.418,109.975,18.156,19.719,19.800,73.26
1.030,10.415,109.974,18.184,19.758,19.800,73.57
1.040,10.412,109.974,18.211,19.796,19.800,73.87
1.050,10.410,109.973,18.238,19.834,19.800,74.18
1.060,10.407,109.973,18.264,19.871,19.800,74.49
1.070,10.404,109.972,18.289,19.908,19.800,74.79
1.080,10.402,109.972,18.314,19.944,19.800,75.10
1.090,10.399,109.971,18.339,19.980,19.800,75.40
1.100,10.397,109.971,18.362,20.015,19.800,75.71
1.110,10.394,109.971,18.386,20.049,19.800,76.01
1.120,10.391,109.970,18.408,20.083,19.800,76.31
1.130,10.389,109.970,18.431,20.116,19.800,76.62
1.140,10.386,109.969,18.452,20.149,19.800,76.92
1.150,10.383,109.969,18.473,20.181,19.800,77.22
1.160,10.381,109.968,18.494,20.213,19.800,77.52
1.170,10.378,109.968,18.514,20.244,19.800,77.82
1.180,10.376,109.967,18.533,20.274,19.800,78.12
1.190,10.373,109.967,18.552,20.304,19.800,78.41
1.200,10.370,109.967,18.570,20.333,19.800,78.71
1.210,10.368,109.966,18.587,20.361,19.800,79.00
1.220,10.365,109.966,18.605,20.389,19.800,79.30
1.230,10.363,109.965,18.621,20.417,19.800,79.59
1.240,10.360,109.965,18.637,20.443,19.800,79.88
1.250,10.357,109.964,18.652,20.470,19.800,80.16
1.260,10.355,109.964,18.667,20.495,19.800,80.45
1.270,10.352,109.963,18.681,20.520,19.800,80.74
1.280,10.350,109.963,18.695,20.544,19.800,81.02
1.290,10.347,109.963,18.708,20.568,19.800,81.30
1.300,10.345,109.962,18.721,20.591,19.800,81.58
1.310,10.342,109.962,18.733,20.614,19.800,81.86
1.320,10.340,109.961,18.745,20.636,19.800,82.14
1.330,10.337,109.961,18.756,20.657,19.800,82.41
1.340,10.335,109.961,18.766,20.678,19.800,82.68
1.350,10.332,109.960,18.777,20.698,19.800,82.96
1.360,10.330,109.960,18.786,20.718,19.800,83.22
1.370,10.327,109.959,18.795,20.737,19.800,83.49
1.380,10.325,109.959,18.804,20.756,19.800,83.75
1.390,10.323,109.959,18.812,20.774,19.800,84.02
1.400,10.320,109.958,18.820,20.791,19.800,84.28
1.410,10.318,109.958,18.827,20.808,19.800,84.53
1.420,10.316,109.957,18.834,20.825,19.800,84.79
1.430,10.313,109.957,18.841,20.841,19.800,85.04
1.440,10.311,109.957,18.847,20.856,19.800,85.29
1.450,10.309,109.956,18.852,20.871,19.800,85.54
1.460,10.306,109.956,18.857,20.886,19.800,85.79
1.470,10.304,109.956,18.862,20.900,19.800,86.03
1.480,10.302,109.955,18.867,20.913,19.800,86.27
1.490,10.300,109.955,18.871,20.926,19.800,86.51
1.500,10.298,109.954,18.874,20.939,19.800,86.75
1.510,10.295,109.954,18.878,20.951,19.800,86.98
1.520,10.293,109.954,18.881,20.963,19.800,87.21
1.530,10.291,109.953,18.883,20.974,19.800,87.44
1.540,10.289,109.953,18.886,20.985,19.800,87.67
1.550,10.287,109.953,18.888,20.996,19.800,87.89
1.560,10.285,109.952,18.889,21.006,19.800,88.11
1.570,10.283,109.952,18.891,21.015,19.800,88.33
1.580,10.281,109.952,18.892,21.025,19.800,88.55
1.590,10.279,109.951,18.893,21.034,19.800,88.76
1.600,10.277,109.951,18.893,21.042,19.800,88.97
1.610,10.275,109.951,18.894,21.050,19.800,89.18
1.620,10.273,109.950,18.894,21.058,19.800,89.38
1.630,10.271,109.950,18.893,21.066,19.800,89.59
1.640,10.270,109.950,18.893,21.073,19.800,89.78
1.650,10.268,109.950,18.892,21.080,19.800,89.98
1.660,10.266,109.949,18.892,21.086,19.800,90.17
1.670,10.264,109.949,18.891,21.092,19.800,90.36
1.680,10.262,109.949,18.889,21.098,19.800,90.55
1.690,10.261,109.948,18.888,21.104,19.800,90.74
1.700,10.259,109.948,18.887,21.109,19.800,90.92
1.710,10.257,109.948,18.885,21.114,19.800,91.10
1.720,10.256,109.948,18.883,21.119,19.800,91.28
1.730,10.254,109.947,18.881,21.124,19.800,91.45
1.740,10.252,109.947,18.879,21.128,19.800,91.62
1.750,10.251,109.947,18.877,21.132,19.800,91.79
1.760,10.249,109.947,18.874,21.136,19.800,91.95
1.770,10.248,109.946,18.872,21.140,19.800,92.12
1.780,10.246,109.946,18.869,21.143,19.800,92.27
1.790,10.245,109.946,18.866,21.146,19.800,92.43
1.800,10.243,109.946,18.864,21.149,19.800,92.58
1.810,10.242,109.946,18.861,21.152,19.800,92.73
1.820,10.241,109.945,18.858,21.155,19.800,92.88
1.830,10.239,109.945,18.855,21.157,19.800,93.03
1.840,10.238,109.945,18.852,21.159,19.800,93.17
1.850,10.237,109.945,18.849,21.162,19.800,93.31
1.860,10.235,109.944,18.846,21.164,19.800,93.44
1.870,10.234,109.944,18.842,21.165,19.800,93.57
1.880,10.233,109.944,18.839,21.167,19.800,93.70
1.890,10.232,109.944,18.836,21.169,19.800,93.83
1.900,10.231,109.944,18.833,21.170,19.800,93.96
1.910,10.229,109.944,18.830,21.171,19.800,94.08
1.920,10.228,109.943,18.826,21.173,19.800,94.19
1.930,10.227,109.943,18.823,21.174,19.800,94.31
1.940,10.226,109.943,18.820,21.175,19.800,94.42
1.950,10.225,109.943,18.817,21.176,19.800,94.53
1.960,10.224,109.943,18.814,21.177,19.800,94.64
1.970,10.223,109.943,18.810,21.177,19.800,94.74
1.980,10.222,109.942,18.807,21.178,19.800,94.84
1.990,10.221,109.942,18.804,21.179,19.800,94.94
2.000,10.220,109.942,18.801,21.179,19.800,95.03


